publishedAt,authorDisplayName,textDisplay,likeCount,Channel
2024-10-06T23:48:44Z,@ruslytombilangi,✌️,0,Metro TV
2024-10-06T23:45:40Z,@Karnotosurita,Saya lebih memilih kang emis dan pa. Siswono oranya sabar dan selalu menerima aspirasi dari rakyanya dan oranya sederhana.,0,Metro TV
2024-10-06T23:37:42Z,@Koel0202,"Dari debat ini, saya liat Kang Ridwan Kamil berpotensi banget  untuk memajukan kota Jakarta.",0,Metro TV
2024-10-07T02:31:05Z,@maestrogg1187,200jt untuk rw yakin bisa diwujudkan bang?,0,Metro TV
2024-10-06T23:36:16Z,@andesnext2709,Pak jendral mantap,6,Metro TV
2024-10-06T23:30:35Z,@Pipaalir,"Ini sih pentas drama saja. Jawabannya semua normatif, lebih kayak presentase dan diskusi anak SMA.  Levelnya jauh berbeda saat Joko-Ahok vs foke, atau Ahok-Jarot vs Anies-Sandi. Tepok jidat, mau siapa pun yang menang sama saja. Mulyono semua.",0,Metro TV
2024-10-06T23:27:07Z,@iwayanekasuraatmaja2626,Ridwan Kamil pasti joss! Yang lain hanya omon-omon doang😅,1,Metro TV
2024-10-07T02:40:26Z,@roybky8960,Jos omon&quot;nya😅😅😅,0,Metro TV
2024-10-06T23:14:05Z,@tryit7813,No.3 lebih realistis..,19,Metro TV
2024-10-06T22:58:10Z,@Anakpetani9977,tidak mungkin internet gratis modus,0,Metro TV
2024-10-06T22:55:34Z,@lintangwisesa,"Yg penting jangan 01, anteknya dinasti Mulyono &amp; Fufufafa",0,Metro TV
2024-10-06T22:51:10Z,@YhasminAzzahro,Males mending coblos semuanya,0,Metro TV
2024-10-07T02:39:17Z,@roybky8960,Bgus lagi tdr dripda lo dtang ke tps tapi cuma buat coblos ke 3 calon.ntar malh sakithtinya mkin nambah😅😅😅😅,0,Metro TV
2024-10-06T22:44:58Z,@kucing5540,"Saya puas liat debat perdana mesti sedukit aga panas tapi santun saling nenghargai gak saling menjatuhkan dan sling nengisi hebat ... Paslo 1,2 dab 3.",1,Metro TV
2024-10-06T22:33:05Z,@bobotohkafir6597,"Politisi Amrik punya pepatah :”Campaign is one thing, execution during the government after winning the election, is another thing”. Untuk kampanye sih, segala cara HALAL, dan tak perlu Sertifikat Halal dari Kemenag. Munkin para politisi indon seperti dosen UI jurusan Filsafat, Rokok Garong yg sering ngebacot di TVOne acara ILC  :”10 juta warga Jakarté, DUNGU”.",0,Metro TV
2024-10-06T22:32:25Z,@estogaza1,Sepertinya paling masuk akal pilih 02. Yang lain programnya agak blur,6,Metro TV
2024-10-06T22:22:53Z,@anwarsaddad9486,RK mantap broo,1,Metro TV
2024-10-06T22:22:16Z,@anwarsaddad9486,"02 suru tidur saja dah dirumah , setelah bangun suruh sekolah lagi . jawabannya ngalor ngidul",1,Metro TV
2024-10-06T21:51:09Z,@murnialasiahaan2598,Solusi yg dari paslon 02 lebih masuk akal dan tidak muluk2....<br>Keren no. 2 ✌✌✌✌,31,Metro TV
2024-10-07T00:39:42Z,@albumm-h6h,mls dari coklat,0,Metro TV
2024-10-07T12:56:17Z,@ZukZel-wu9rw,"Boneka kpu pedahal di ciptain biar gak lawan kotak kosong itu wkwkwk suaranya nanti auto 0,9%",0,Metro TV
2024-10-08T18:37:03Z,@rejekilancar6840,"​@@ZukZel-wu9rwpaslon 1 dan 3 jongos sutradara, bisa berpihak sama rakyat??? Atau rakyat jd tumbal lg????😅😅😅😅",0,Metro TV
2024-10-09T02:59:54Z,@ZukZel-wu9rw,"@@rejekilancar6840 mininal lu berterimakasih sama Mk yang otaknya baru kembali ,soalnya pas pilpres mk otaknya ilang.... gara² mak pdi tanpa koalisi bisa mencalonkan. Kalo gak ada mk udah koalisi kim plus, takut pula lawan kotak kosong akhirnya di hadirkan duo kun² oleh kpu jalur independen wkwkwkwkw hasil nyolong nik warga dki",0,Metro TV
2024-10-06T21:48:43Z,@syaefulhilmi9757,Dharma why you so 😂😂😂,1,Metro TV
2024-10-06T21:32:42Z,@kasparpatende429,02,2,Metro TV
2024-10-06T21:29:43Z,@kasparpatende429,Terpaksa😂😂,0,Metro TV
2024-10-06T21:02:35Z,@joicelennon4688,"I&#39;m Voting 02 Prabowo Gibran to Election PilPres 2024.<br>But For Pilkada, I&#39;m Support 02 too Dharma Kun hihi...<br>Walaupun gwe nga tinggal di Indonesia Jkt, but I&#39;m Former KTP Jkt hihi...<br>Sukses Dharma Kun !!..Yesss",11,Metro TV
2024-10-06T20:19:48Z,@NurFadilah-ne9zj,Pramono - Rano berkualitas dan melekat betawinya,14,Metro TV
2024-10-06T20:19:15Z,@mariamaclean7316,Pasangan pramono dan si doel keren banget👍👍👍,11,Metro TV
2024-10-06T19:54:08Z,@gontaganti_channel,MANA PENDUKUNG SARAH DAN JAINAB?,1,Metro TV
2024-10-06T19:48:43Z,@agungwaluyojati5264,Saya Warga Bekasi kalau bisa pindah ke Jakarta mau pilih 02.. <br>Dharma Kun ❤,20,Metro TV
2024-10-06T19:48:26Z,@delokalshoot,Hasil debat perdana no.2 yes,22,Metro TV
2024-10-06T19:37:27Z,@pachohererra2910,"TIDAK ADA YG MENARIK.. TIDAK SUBSTANSI, NO. 1 KATA KUNCINYA &quot;DUIT.. DUIT&quot;, NO. 2 KEBANYAKAN TEORI KONSPIRASI,  NO. 3 TERLALU NORMATIF TIDAK ADA YG SUBSTANSI, APA EFEK KELAMAAN SM JOKOWI YA PAK PRAM NYA... 😆😆😆 SEBENARNYA KALO MRK BERNIAT UTK RAKYAT ADA TERLALU BNYK POIN² YG BS MRK JANJIKAN... BULL SHIT, GOLPUT COBLOS SEMUA",1,Metro TV
2024-10-06T19:32:02Z,@IdayZu26,Terlalu tegang nomor 2....,1,Metro TV
2024-10-06T19:32:02Z,@AryaSaputra-qc5rm,Tai kucing di jawa barat aja sekolah SMK pertama masuk lima juta bohong itu rofean kamil.,0,Metro TV
2024-10-06T19:19:23Z,@ahmadsubhan1519,Kotak kosong yang menang,1,Metro TV
2024-10-07T02:42:42Z,@roybky8960,Pilkada jkt adakh kotak kosong😅😅😅,0,Metro TV
2024-10-06T19:17:48Z,@aguswasono6688,Spt nonton demo bakul jamu d psr malem,0,Metro TV
2024-10-06T19:16:48Z,@AriBucuy,Pili lah asli kampung lu.di jamin bisa bantu..dridpa org asing 😅😅😅 jgan kan bantu ngur aja kgak fakta,1,Metro TV
2024-10-06T19:05:03Z,@bellanur5400,Maspram sangat cerdas,7,Metro TV
2024-10-06T18:53:31Z,@Ynbladas,"Ridwan sok tenang,padahal beban,sebalikknya,jabar aja masih ambroadul,😅",1,Metro TV
2024-10-06T18:40:33Z,@pesmobilebalikpapan6589,Saya warga Kaltim mendukung penuh Pram dul untuk dki Jakarta lebih baik,10,Metro TV
2024-10-08T06:21:59Z,@hahaha08812,Percuma lu dukung klo gkbisa nyoblos😅 kocak,0,Metro TV
2024-10-08T06:26:46Z,@pesmobilebalikpapan6589,@@hahaha08812 lh knp emng? Ketauan bgt bkn pendukung 03 wkwkwk,0,Metro TV
2024-10-06T18:36:19Z,@tojephone6943,"Hambar pilkada dki thn ini, gak ada ahok 😂",1,Metro TV
2024-10-06T18:32:59Z,@jonlim1396,Pram &amp; Rano (si Doel) 🔥🔥🔥💯,14,Metro TV
2024-10-06T18:31:22Z,@rexpandiangan7713,Si Doel cocok jadi calon gubernur DKI kalau gua lihat dari debat,6,Metro TV
2024-10-07T02:22:34Z,@samfrayogabass3941,setuju ane bang,0,Metro TV
2024-10-06T18:28:48Z,@rZ_aduhaii,no 1 ngebahas dana mulu wkwkwk <br>per RW mahall mahal bangett,1,Metro TV
2024-10-07T00:04:52Z,@MatbejoPaijo,Itu yg bkin gua ketawa...dana dana yg bkal di korupsi dari tinggkat RT RW 😅😅,1,Metro TV
2024-10-07T03:11:56Z,@anaknusantara696,No 2 keren,0,Metro TV
2024-10-06T18:27:19Z,@rZ_aduhaii,no 1 ngebahas dana mulu per rw wkwkwkwkwk,0,Metro TV
2024-10-06T18:20:52Z,@DigitalLampung31,"diktator bener paslon 2, keliatan bgt😂❤",0,Metro TV
2024-10-06T18:18:58Z,@rahmatsusilose8351,No 2 bikin visi misi pake chat gpt apa wkwk,0,Metro TV
2024-10-07T04:24:48Z,@Lohndaktau,Tapi realistis walaupun jawaban nya agak agak <br><br><br><br>Tau sendiri setiap ada program pembangunan ada aja korupsinya,0,Metro TV
2024-10-06T18:17:43Z,@rZ_aduhaii,dari cara pembicaraannya yg menggalir apa adanya dan pasti gk omon omon jah tuh no 3 doang ..<br> yg lain sudah ketebak jawabannya ya gk kan di lakukan cuma berjalan perarutannya jah,9,Metro TV
2024-10-06T18:17:00Z,@AjinAjin-rc8qk,2 menang lah,1,Metro TV
2024-10-06T18:13:57Z,@rZ_aduhaii,wkwkwkwk wkwkwkwk gk banyak omong omong mau buktinya jah ..<br> thebest no 3,6,Metro TV
2024-10-06T18:12:57Z,@amirmahmud7191,Mudah mudahan ridwan kamil menang,0,Metro TV
2024-10-06T18:05:12Z,@arkanfairuz2060,Semua pemaparannya ngga ada yg sekelas pak anis...medekati pun kaga😢,0,Metro TV
2024-10-06T18:04:56Z,@riskorambah1998,"Saya orang jambi<br>Saya cuma salut saja sama Kang Ridwan Kamil orangnya terlihat tenang, tidak gegabah dan tidak terlihat emosi dalam cara menjawab ataupun memberikan pertanyaan<br>👍👍👍👍👍<br>01.02.03 💪💪💪💪",2,Metro TV
2024-10-06T18:04:32Z,@yaaseenn_1758,"Pilih yg realistis, bukan yg janji janjii 🔥🔥✌️✌️",7,Metro TV
2024-10-06T18:04:03Z,@nandesferdy1821,DI CHANNEL MANA PUN YG NYIARIN KONTEN INI...<br>YG KOMEN BISA DIITUNG JARI...<br><br>THAT&#39;S MEAN... EVEN INI ANYEP... GA MENARIK BWT MAYORITAS WARGA JKT... 😂😂😂,0,Metro TV
2024-10-06T18:01:12Z,@juwekmbewek6251,1 dan 3 akan buat progam baru pasti kluar biaya banyak. taukan arahnya???,1,Metro TV
2024-10-06T17:55:47Z,@putrairawan4924,02 KERENN,4,Metro TV
2024-10-06T17:54:55Z,@jacknissandatsun1353,02 deh ...keren,8,Metro TV
2024-10-06T17:52:19Z,@TataChanel123,Debat ngga ngaruh.<br>Waktu pilpres anies jago debat tetep aja kalah telak.,0,Metro TV
2024-10-06T17:49:38Z,@apuilao7739,Jakarta menyala 😂,3,Metro TV
2024-10-06T17:43:24Z,@karolinagheda169,Kosong 2 keliatan gemetar calon ketuanta😂,1,Metro TV
2024-10-06T17:37:33Z,@kurnia4547,Pak darma mantab..,9,Metro TV
2024-10-06T18:34:20Z,@AFFA12345,Rakyat buta huruf,0,Metro TV
2024-10-06T17:36:48Z,@BB_katalog,AIRIN RACHMI DIANY🎯🎯,1,Metro TV
2024-10-06T17:33:05Z,@Reinhard777,"Dari Rakyat, Oleh Rakyat, Untuk Rakyat <a href=""http://www.youtube.com/results?search_query=%23calonindependen"">#CalonIndependen</a> <a href=""http://www.youtube.com/results?search_query=%23dharmakun"">#DharmaKun</a> ✌🏼",4,Metro TV
2024-10-06T18:12:58Z,@nandesferdy1821,CATUT KTP RAKYAT 😂😂😂,0,Metro TV
2024-10-06T17:19:37Z,@Kawanjago,3,4,Metro TV
2024-10-06T17:19:13Z,@jerryalbert9267,Kok no 3 terutama dulu kykny baca teks yg disiapkan bkn dr hatiny.,0,Metro TV
2024-10-06T17:18:32Z,@Marsini-wy2oz,Pramono &amp; rano,5,Metro TV
2024-10-06T17:16:13Z,@muchyidinaldjufri8936,"Insyaalloh Pram Dul,yg menang.",8,Metro TV
2024-10-06T17:15:54Z,@JojoEretan,RK yesss...,0,Metro TV
2024-10-06T17:14:07Z,@dedensugi7559,Paslon no.2 walau Independen tdk kalah dg Paslon No.1<br>Tapi Paslon no.2 menghargai dan hormat kpd Paslon No. 3<br>Itu kesimpulan Debat Perdana. Bahkan debat&quot; selanjutnya ga ngaruh lagi. <br>Paslon No.3 mempuni utk Gub Jkt,17,Metro TV
2024-10-06T18:12:38Z,@nandesferdy1821,WUIIHHH BAYAR BUZZER NEHH 😂😂😂,0,Metro TV
2024-10-06T22:11:09Z,@UmikumBadriyah-yc8hh,Biasa jika debat jual program tapi begitu jd semua tetlupakan smg semua calon bisa amanah sesuai harapan rakyat,0,Metro TV
2024-10-06T22:27:09Z,@hendrisetiaji7291,@@nandesferdy1821 lnnnmy mksjjbut,0,Metro TV
2024-10-07T05:18:09Z,@nandesferdy1821,@@UmikumBadriyah-yc8hh <br>AMANAH DR HONGKONG ???...<br>SIAPA MNRT LU YG AMANAH ???... 😂😂😂,0,Metro TV
2024-10-06T17:10:30Z,@statis24,Ah males ga ada Pak Anies nya. Mau coblos semua aja,1,Metro TV
2024-10-06T17:14:00Z,@AgusBocil-tp9zf,Kumaha siah wehh,0,Metro TV
2024-10-06T17:17:55Z,@1023Tam,Independen anti peraturan mulyono. Anti masker &amp; vaksin. Yang lain ga peduli racun dimasukkan ke tubuh rakyat,0,Metro TV
2024-10-06T18:14:58Z,@juandaottodinatalinggabuan4626,Sakarepmu,0,Metro TV
2024-10-06T18:16:16Z,@nandesferdy1821,​@@1023Tam<br>CARUT KTP GA DIBILANG ???,0,Metro TV
2024-10-06T18:17:19Z,@nandesferdy1821,"​@@AgusBocil-tp9zf<br>NAHA SIA KOMEN DI PILKADA JKT ???<br>SIA BISA MACA, TEU ???<br>DASAR BELEGUG !!! 😂😂😂",0,Metro TV
2024-10-06T17:09:10Z,@fitrahrmdhnn,NO. 1: PERENCANAAN<br>NO. 2: REALISTIS<br>NO. 3: MENGALIR AJA<br><br><br>ITU SI YANG GUA TANGGEP,10,Metro TV
2024-10-06T17:16:21Z,@1023Tam,Realistis tanpa partai karena majikannya rakyat.,2,Metro TV
2024-10-06T18:15:30Z,@nandesferdy1821,KETIGANYA PY REKAM JEJAK APA KPD RAKYAT DAERAH ???<br>SI RK MISAL... SUKA NGEJELEKIN WARGA JKT...<br>LBH TINGGIKAN BOBOTOH DIBANDING JACK MANIA... PARAH KAN ???<br><br>TRUS YG DUA LG MALAH GA PY REKAM JEJAK APA2 BUAT RAKYAT DAERAH 😂😂😂,0,Metro TV
2024-10-06T18:45:06Z,@MTBPLAYLIST,rekam jejak ga penting buat di kenal ciri khas masing2.. yg penting pembuktian yg harusnya semua warganya merasakan,2,Metro TV
2024-10-06T19:16:47Z,@nandesferdy1821,@@MTBPLAYLIST <br>JUSTRU REKAM JEJAK ITU BERISI PENGALAMAN2 YG TELAH DILAKUKAN SBLMNYA OLEH CALON DLM BAHAGIAKAN WARGANYA. NAHH KLU PENGALAMAN GA PY BRARTI LU CUMAN HALU LAHH...<br>JD BUZZER KOQ CETEK AKAL GINI 😂😂😂,0,Metro TV
2024-10-06T20:11:40Z,@MTBPLAYLIST,"@@nandesferdy1821 ya lu cari tau sendiri aja rekam jejak mereka masing2.. ga harus jadi bagian yg punya jabatan baru keliatan rekam jejak.. lu kali yg buzzar buzzer.. lu cari tau sendiri gih paslon 1,2,3 rekam jejak ngapain aja kegiatannya.. sampe mungkin di undang ke podcast2. biar lu cerna masing2 mereka2 ini siapa dalam rekam jejaknya masing2..",1,Metro TV
2024-10-06T17:07:47Z,@1023Tam,"Hari gini masih percaya orang partai kebangetan begoknya. Belum lama demo ke DPR pakai logo Garuda biru, isi DPR orang partai. Anyway puan jadi ketua DPR lagi luar biasa <a href=""UCkszU2WH9gy1mb0dV-11UJg/KsIfY6LzFoLM6AKanYDQAg""></a>",0,Metro TV
2024-10-06T17:04:19Z,@MassImawan-bm8cu,"Keren satu sama lain tidak mencari2 kesalahan dan tidak saling menjatuhkan, Pilihan sulit ini, MANTULLLL 👍",4,Metro TV
2024-10-06T17:10:04Z,@1023Tam,Yang tanpa partai adalah petugas rakyat.,0,Metro TV
2024-10-06T18:09:07Z,@nandesferdy1821,"JUSTRU ITU DUNGU !!!<br>DULU FOUNDING FATHER KITA KEK SUKARNO, HATTA, SUTAN SYAHRIR DLL ITU DEBAT DG ARGUMEN &amp; KERAS DAN BERKELAS<br>SALING MENYERANG &amp; MEMPERTAHANKAN...<br><br>KLU GADA YG KEK GITU GOSAH DEBAT... MENDING ARISAN AJAAA 😂😂😂",0,Metro TV
2024-10-06T18:09:30Z,@nandesferdy1821,​@@1023Tam<br>TANPA PERTAI NYATUT KTP 😂😂😂,0,Metro TV
2024-10-07T03:02:06Z,@anaknusantara696,Pilih sesuai hati nurani jangan mau terpengaruh dr orang lain,1,Metro TV
2024-10-07T03:39:08Z,@1023Tam,@@nandesferdy1821 Yang punya akses ke KPU siapa lagi kalau bukan rezim mulyono. Harusnya semuanya independen tanpa partai berani ga tuh paslon 1 &amp; 3?😄,0,Metro TV
2024-10-06T17:00:11Z,@HengkiHendrikus,Pramono - Rano Terbaik Untuk Jakarta,14,Metro TV
2024-10-06T16:54:25Z,@warungkopiknik1048,Tanpa anies baswedan acara debat pasti keren kondusif dan tentrem. Kecuali ada anies di kontestasi apapun pasti reseh panas dan penuh drama kata kata bulsit. <br><br>Tiga tiga nya 👍👍👍👍👍 layak pimpin DKI.,1,Metro TV
2024-10-06T17:11:16Z,@1023Tam,"Yang tanpa partai dong, karena rakyat bosnya. Katakan tidak pada pemaksaan vaksin",2,Metro TV
2024-10-06T17:14:44Z,@warungkopiknik1048,@@1023Tam tiga tiga nya layak pimpin DKI. <br>RK sus 👍<br>Dharma kun 👍<br>Pram rano juga 👍,1,Metro TV
2024-10-06T18:15:28Z,@rZ_aduhaii,kocak koment ya gk berpendidikan,1,Metro TV
2024-10-06T16:53:57Z,@lionel_AL,2,1,Metro TV
2024-10-06T16:51:25Z,@Bioflokrumahan,Saya warga jateng gereget pengen coblos 02 yg bukan boneka partai.,35,Metro TV
2024-10-06T18:04:43Z,@nandesferdy1821,TP NYATUT KTP... 😂😂😂,3,Metro TV
2024-10-06T18:31:50Z,@AFFA12345,Gk nyambungan wkwkwkw,1,Metro TV
2024-10-06T21:02:52Z,@joicelennon4688,Setujuuu,0,Metro TV
2024-10-06T21:58:23Z,@AriefFathuri,ah masaaa???,1,Metro TV
2024-10-07T01:03:33Z,@alhamidyJaya,Jgn tertipu dgn politiknya pak dharma kawan dia pintar bicara  dan udh banyak yg terhipnotis dgn kata katanya.. dan dia juga pinter politiknya dgn maju tanpa partai supay bisa melabui masyarakat bodoh. .. di anggap tidak jadi budak partai padahal itu hanya politiknya pak dharma.. sadar ayo kawan,2,Metro TV
2024-10-06T16:50:59Z,@riyantiyanti920,Siapapun gubernurnya tetap aja jakarta macet cet cet 😊,0,Metro TV
2024-10-06T16:46:01Z,@desainart5654,Pak Dharma ternyata masuk akal penjelasannya apa lagi dia independen,31,Metro TV
2024-10-06T18:12:06Z,@nandesferdy1821,NYATUT KTP KOQ GA DISEBUT ???,1,Metro TV
2024-10-07T01:04:56Z,@alhamidyJaya,Dia hanya pintar bicara jgn terhipnotis dgn kata2nya.. belajar lagi ilmu politik,0,Metro TV
2024-10-07T02:46:30Z,@Hingssakun,Ktp orang gk ijin,0,Metro TV
2024-10-08T09:29:58Z,@maslimwidjaja1963,"Cek latar belakngnya dia  awalnya di endorse jkw , calon independen yg utk kalah , seperti pemilu bupati solo ala gibran , sebelum MA umumkan psip boleh usulkan calon nya",0,Metro TV
2024-10-06T16:39:14Z,@adisantoso4317,Mas pram keren. Optimis menang mas.. amiin,7,Metro TV
2024-10-06T16:35:01Z,@ukazofficial,"Kang ridwan kamil tepat jawaban jawaban nya, dengan kondisi &amp; kebutuhan jakarta hari ini..... Jakarta Butuh pemimpin seperti kang emil... Bismillah haqul yakin kang.......",10,Metro TV
2024-10-06T18:10:46Z,@nandesferdy1821,YG SUKA HINA2 PERILAKU WARGA JKT MKSDNYA ???<br>YG LBH UTAMAIN BOBOTOH DIBANDING PERSIJA ??? 😂😂😂<br><br>ITU MKNYA DIMANA2 DIUSIR !!!,0,Metro TV
2024-10-06T16:21:45Z,@AlexLamawuran,Pramono anung❤,7,Metro TV
2024-10-06T16:17:18Z,@jhonyyakul792,ttp nmer dua,5,Metro TV
2024-10-06T16:12:12Z,@dianapristia5870,Pramono doel,5,Metro TV
2024-10-06T16:07:48Z,@miranto5908,RK mantapppppppppp,6,Metro TV
2024-10-06T16:05:24Z,@zayyanmubarok,"Sehat2 Bang Pramono serta Bang Rano, haturan doa dari semua pendukung untuk kesuksesan abang2 di pilgub Jakarta❤️",16,Metro TV
2024-10-06T18:11:40Z,@nandesferdy1821,REKAM JEJAKNYA BUAT WARGA DAERAH APA ???...😂😂😂,0,Metro TV
2024-10-06T19:14:01Z,@AriBucuy,​@@nandesferdy1821emng yg lain ada rekam jejak buat warga jakarta😅😅😅,2,Metro TV
2024-10-06T19:18:09Z,@nandesferdy1821,@@AriBucuy <br>TUHH DIA GW GA MILIH KETIGA NYAA... <br>KR SEMUANYA HY HALU DOANK 😂😂😂,0,Metro TV
2024-10-06T16:05:03Z,@Byeol-bitna,Pramono - Rano selalu jadi pilihan terbaik,7,Metro TV
2024-10-07T02:22:56Z,@samfrayogabass3941,bismillah Aamiin ya Allah,0,Metro TV
2024-10-06T16:04:21Z,@faisalrais-vh9rx,Jangan pilih Partai Dinasti Isinya Pelacur (PDIP)..<br>Partai kebo congor sampah sarangnya iblis PKI...!!,1,Metro TV
2024-10-06T16:04:11Z,@faisalrais-vh9rx,Jangan pilih Partai Dinasti Isinya Pelacur (PDIP)..<br>Partai kebo congor sampah sarangnya iblis PKI...!!,1,Metro TV
2024-10-06T16:00:23Z,@RosaAmalia2,Pramono - Rano pilihan terbaik 🎉,8,Metro TV
2024-10-06T15:59:03Z,@Chand-aa,Pramono - Rano jaya jaya jaya,8,Metro TV
2024-10-06T15:57:44Z,@LeeNa-yaaa,Jakarta makin maju dipimpin Pramono - Rano,6,Metro TV
2024-10-06T15:55:45Z,@LeeGon-zg6lv,Apapun yg terjadi tetap pilih pak pramono-rano,6,Metro TV
2024-10-06T15:54:53Z,@usparupang,"01 dan 03 satu kubu itu,,,, 😂😂😂",1,Metro TV
2024-10-06T15:53:21Z,@agoeslaksmaha3992,"Gak Nyangka nomor urut 2 sekeren ini , Pak Dharma keren bgt",51,Metro TV
2024-10-06T16:50:25Z,@Bioflokrumahan,"​@@andihanafi4386 02 bukan boneka partai, justru yg perlu di ketawain itu yg ketika ada orang memilih boneka partai, ada hutang budi sama partai alhasil keputusannya tidak murni pemikiran dari calon pemimpin nya. 😃😃",5,Metro TV
2024-10-06T18:05:38Z,@nandesferdy1821,KLU GA PY REKAM JEJAK BUAT WARGA DAERAH...<br>KERENNYA DIMANA ??? 😂😂😂,1,Metro TV
2024-10-06T18:06:19Z,@nandesferdy1821,​@@Bioflokrumahan<br>BKN BONEKA PARTAI TP NYATUT KTP ORG LAEN 😂😂😂,0,Metro TV
2024-10-06T18:33:21Z,@AFFA12345,​@@Bioflokrumahandari pada cuma badut yang gk nyambung..tdk bisa jabarkan sesuai visi misinya.. Gk nyambung jg debatnya wkwkwkw😂,0,Metro TV
2024-10-07T01:29:09Z,@MFauzi91,Memang meyakinkan.....,0,Metro TV
2024-10-06T15:51:06Z,@ParamitraNatalia,Dharma Kun paling ok,10,Metro TV
2024-10-06T16:14:13Z,@dianapristia5870,Siapa dharma kum,0,Metro TV
2024-10-06T17:15:25Z,@1023Tam,@@dianapristia5870 Kalau anda anti pemaksaan vaksin sudah mengenal beliau dari 2020.,0,Metro TV
2024-10-07T03:00:28Z,@anaknusantara696,Betul sekali bang❤❤❤,1,Metro TV
2024-10-07T03:01:24Z,@anaknusantara696,02 memang paling top,2,Metro TV
2024-10-06T15:50:49Z,@fitrahrmdhnn,"SIAPAPUN YANG TERPILIH,  GUA INGETIN SEKALI LAGI, INI TANAH KELAHIRAN BETAWI TANAH KELAHIRAN GUAA, AWAS SAMPE LO PADA BIKIN ANCUR LIAT AJA, JAKARTA KOTA GUE",0,Metro TV
2024-10-06T15:49:39Z,@himahartoyo4842,Ga seru..ga ada politik identitasnya,0,Metro TV
2024-10-06T15:49:37Z,@CatatanIfath,"gk seru , gk ada lagi ngancem mayit hanya krn beda pilihan  politik",0,Metro TV
2024-10-06T15:47:38Z,@arafinnisafamily,Seperti debat anak sekolah... Lupa kata2 saking menghafal😅,0,Metro TV
2024-10-06T15:46:23Z,@AkhmadRidha-ys7ie,Darma.kun,2,Metro TV
2024-10-06T16:25:34Z,@snchanel7391,Nyungsep,0,Metro TV
2024-10-06T15:45:37Z,@wafiqah5733,All in Pak pramono keren poll,6,Metro TV
2024-10-06T15:44:23Z,@Delapuspitasari36,Pak pramono udah jelas pilihan yang tepat,7,Metro TV
2024-10-06T15:43:48Z,@liarmh,Pak pramono emang paling the best debatnya pokoknya,6,Metro TV
2024-10-06T15:42:12Z,@pierngadikurniawan,Buat saya siapapun Paslon yang berani menghukum para pembunuh 6 laskar FPI itulah yang akan saya pilih,4,Metro TV
2024-10-06T16:21:53Z,@snchanel7391,Pilih aja HRS engkong lu,0,Metro TV
2024-10-06T16:40:03Z,@AR-uj6uz,Yg mati nya mati sangit itu ya?,0,Metro TV
2024-10-07T02:37:13Z,@roybky8960,Udah gk perlu dihukum lagi karna ke 6 laskar tsb juga udah bahagia bersama 71 bidadari😂😂,0,Metro TV
2024-10-07T02:57:00Z,@pierngadikurniawan,@@AR-uj6uz kamu buzzernya rezim penguasa ya?,0,Metro TV
2024-10-07T02:58:33Z,@pierngadikurniawan,@@roybky8960 kamu penganut ajaran biadab berkedok agama kasih ya,0,Metro TV
2024-10-06T15:41:10Z,@loeybyune,Kerenn banget pak pramono debatnya,6,Metro TV
2024-10-06T15:39:18Z,@itsmeyall0,Sangat berkualitas debat kali ini lanjutan terus pak pramono,6,Metro TV
2024-10-06T18:17:44Z,@nandesferdy1821,BERKUALITAS SETINGANNYA 😂😂😂,0,Metro TV
2024-10-06T15:38:45Z,@NonaNabilaa,Pramono Anung maju terusss pak paparkan visi misi untuk Jakarta lebih baik!!,12,Metro TV
2024-10-06T15:37:45Z,@storyhariini-rr6fd,"02 gue kira cupu, eh ternyata suhu 🔥🔥",15,Metro TV
2024-10-06T18:34:06Z,@AFFA12345,Kocak.. Nonton debat apa nonton sirkus kau wkwkkww,0,Metro TV
2024-10-06T15:36:19Z,@saiyahhamdani,sosok bang Pramono serta bang Rano adalah idaman pemimpin Jakarta,6,Metro TV
2024-10-06T15:34:55Z,@suryani9089,"Harapan baru buat masa depan jakarta gemilang adalah duet pramono anung &amp; rano karno, smoga menang bermartabat😇",4,Metro TV
2024-10-06T15:33:53Z,@jhonpantau326,RIDWAN KAMBING mending mundur saja dari pada dikomentari PEDAS oleh RAKYAT INDONESIA,3,Metro TV
2024-10-06T16:26:08Z,@snchanel7391,Km anak keledai,0,Metro TV
2024-10-06T15:32:46Z,@bongbuikhiong602,"debat ini tdk berkualitas, yg harus di isu kan kedepan, perkembang ekonomi jakarta, jangan jual kartu ,itu mamfaat sesaat,kayak virar,",1,Metro TV
2024-10-06T15:32:42Z,@katarina-ng8pe,Keren banget debatnya pak pramono hari ini 🎉,5,Metro TV
2024-10-06T15:32:25Z,@Juanaaritonang,bang hensat milih di pilkada jakarta ga bang? saya masih bingung mau pilih yang mana,2,Metro TV
2024-10-14T03:35:34Z,@dennywibawa2704,"DARI DEBAT PERTAMA yang unggul ini:<br>Nomor 1: Rido (nilai 85 dari 100)<br>Nomor 2: PramNo (nilai 60 dari 100)<br>Nomor 3: Dharma Kun (nilai 40 dari 100)<br><br>Aspek yang saya liat Pengetahuan, skill, dan kemampuan mengatasi hal hal yang dilapangan.",0,Narasi Newsroom
2024-10-14T03:32:23Z,@dennywibawa2704,Tanggapan Dharma atas jawab pramono:<br>Kominfo perlu dievaluasi.<br>Kontrks dalam pilkada tidak ada,0,Narasi Newsroom
